recipe_id,title,description,protein_grams,calories,carbs,fat,fiber,sugar,diet_tags,meal_type,site_name,site_domain,prep_time,prep_time_minutes,cook_time_minutes,total_time_minutes,difficulty,servings,canonical_url,image_url,intent_class
proteincheesecake-co-red-velvet-cheesecake,Red Velvet Cheesecake,"This stunning red velvet cheesecake features a rich, velvety texture with a luscious, cream cheese filling packed with 24 grams of protein per serving, making it an indulgent yet nourishing treat. The smooth, decadent layers melt in your mouth, complemented by a subtle hint of cocoa and a vibrant...",24,220,18,11,2,8,Red Velvet;Chocolate;Cheesecake,desserts,ProteinCheesecake,proteincheesecake.co,PT20M,20,55,75,Hard,12 servings,https://proteincheesecake.co/red-velvet-cheesecake.html,https://proteincheesecake.co/recipe_images/red-velvet-cheesecake.jpg,post-workout
proteincheesecake-co-matcha-green-tea-cheesecake,Matcha Green Tea Cheesecake,"This earthy and delicious matcha green tea cheesecake offers a satisfying combination of creamy richness and subtle, vegetal bitterness, all while delivering a powerful protein punch with 22 grams per serving. The velvety texture melts in your mouth, complemented by a delicate, slightly grassy fl...",22,190,15,9,2,6,Matcha;Green Tea;Cheesecake,desserts,ProteinCheesecake,proteincheesecake.co,PT15M,15,45,60,Medium,12 servings,https://proteincheesecake.co/matcha-green-tea-cheesecake.html,https://proteincheesecake.co/recipe_images/matcha-green-tea-cheesecake.jpg,quick-snack
proteincheesecake-co-no-bake-oreo-cheesecake-bites,No-Bake Oreo Cheesecake Bites,"These bite-sized no-bake Oreo cheesecakes are not only irresistibly delicious but also pack a satisfying protein punch, with each serving delivering around 17 grams to fuel your muscles and keep you energized. The creamy, smooth texture melts in your mouth, complemented by the crunchy crunch of c...",17,160,13,8,1,7,Oreo;No-Bake;Mini;Mini Cheesecake,desserts,ProteinCheesecake,proteincheesecake.co,PT15M,15,0,15,Easy,16 servings,https://proteincheesecake.co/no-bake-oreo-cheesecake-bites.html,https://proteincheesecake.co/recipe_images/no-bake-oreo-cheesecake-bites.jpg,quick-snack
proteincheesecake-co-single-serving-chocolate-cheesecake,Single-Serving Chocolate Cheesecake,"Indulge in a rich and creamy single-serving chocolate cheesecake that satisfies your sweet tooth without derailing your fitness goals. Packed with 26 grams of high-quality protein per serving, this guilt-free treat supports muscle recovery and keeps you feeling full longer. The velvety texture me...",26,230,12,13,3,5,Chocolate;Single Serving;No-Bake,desserts,ProteinCheesecake,proteincheesecake.co,PT10M,10,0,10,Easy,1 serving,https://proteincheesecake.co/single-serving-chocolate-cheesecake.html,https://proteincheesecake.co/recipe_images/single-serving-chocolate-cheesecake.jpg,quick-snack
proteincheesecake-co-brownie-batter-dip,Brownie Batter Dip,"This decadent and protein-packed brownie batter dip tastes just like the real thing, satisfying your sweet tooth while fueling your body with a hefty 18 grams of protein per serving. Made with wholesome ingredients, it offers a rich, velvety texture that’s irresistibly smooth and indulgent, with ...",18,160,15,7,2,8,Brownie;Dip;Chocolate;Dessert Dip,desserts,ProteinCheesecake,proteincheesecake.co,PT10M,10,0,10,Easy,16 servings,https://proteincheesecake.co/brownie-batter-dip.html,https://proteincheesecake.co/recipe_images/brownie-batter-dip.jpg,quick-snack
proteincheesecake-co-gingerbread-cheesecake,Gingerbread Cheesecake,"This festive gingerbread cheesecake is not only a holiday showstopper but also a powerhouse of nutrition, delivering an impressive 23 grams of protein per serving to support muscle recovery and keep you energized during the busy season. Its creamy, velvety texture melts in your mouth, complemente...",23,210,18,10,2,8,Gingerbread;Seasonal;Holiday;Cheesecake,desserts,ProteinCheesecake,proteincheesecake.co,PT15M,15,55,70,Medium,12 servings,https://proteincheesecake.co/gingerbread-cheesecake.html,https://proteincheesecake.co/recipe_images/gingerbread-cheesecake.jpg,quick-snack
proteincheesecake-co-no-bake-lemon-cheesecake,No-Bake Lemon Cheesecake,"This light and refreshing no-bake lemon cheesecake delivers a satisfying protein punch, boasting around 20 grams of muscle-supporting protein per serving, making it an ideal choice for post-workout recovery or a nutritious midday treat. Its smooth, creamy texture melts in your mouth, balanced per...",20,180,15,8,1,7,Lemon;No-Bake;Citrus;No-Bake Cheesecake,desserts,ProteinCheesecake,proteincheesecake.co,PT20M,20,0,20,Easy,10 servings,https://proteincheesecake.co/no-bake-lemon-cheesecake.html,https://proteincheesecake.co/recipe_images/no-bake-lemon-cheesecake.jpg,quick-snack
proteincheesecake-co-chocolate-hazelnut-cheesecake,Chocolate Hazelnut Cheesecake,"This rich and nutty chocolate hazelnut cheesecake is a decadent treat that’s also packed with an impressive 27 grams of protein per serving, making it an ideal choice for muscle recovery and sustained energy. The creamy, velvety texture melts in your mouth, while the harmonious blend of deep choc...",27,260,16,16,3,8,Chocolate;Hazelnut;Nutty;Cheesecake,desserts,ProteinCheesecake,proteincheesecake.co,PT15M,15,50,65,Medium,12 servings,https://proteincheesecake.co/chocolate-hazelnut-cheesecake.html,https://proteincheesecake.co/recipe_images/chocolate-hazelnut-cheesecake.jpg,quick-snack
proteincheesecake-co-single-serving-strawberry-cheesecake,Single-Serving Strawberry Cheesecake,"This fresh and fruity single-serving strawberry cheesecake is a guilt-free indulgence packed with 24 grams of high-quality protein per serving, making it an ideal treat for post-workout recovery or a satisfying snack to fuel your day. The smooth, creamy texture of the cheesecake melts in your mou...",24,200,14,9,2,7,Strawberry;Single Serving;No-Bake,desserts,ProteinCheesecake,proteincheesecake.co,PT10M,10,0,10,Easy,1 serving,https://proteincheesecake.co/single-serving-strawberry-cheesecake.html,https://proteincheesecake.co/recipe_images/single-serving-strawberry-cheesecake.jpg,quick-snack
proteincheesecake-co-cookie-dough-cheesecake-dip,Cookie Dough Cheesecake Dip,"This safe-to-eat cookie dough cheesecake dip is not only irresistibly indulgent but also packed with a impressive 19 grams of protein per serving, making it a perfect guilt-free treat for fitness enthusiasts. Its creamy, velvety texture combines the rich, sweet flavor of cookie dough with the smo...",19,170,16,8,1,9,Cookie Dough;Dip;Party;Dessert Dip,desserts,ProteinCheesecake,proteincheesecake.co,PT15M,15,0,15,Easy,16 servings,https://proteincheesecake.co/cookie-dough-cheesecake-dip.html,https://proteincheesecake.co/recipe_images/cookie-dough-cheesecake-dip.jpg,quick-snack
proteincheesecake-co-eggnog-cheesecake,Eggnog Cheesecake,"Indulge in this creamy and festive eggnog cheesecake, perfect for celebrating the holiday season with a rich, satisfying dessert. Packed with 22 grams of protein per serving, it's an excellent choice for supporting your muscle recovery or adding a nutritious touch to your holiday spread. The smoo...",22,200,17,10,1,8,Eggnog;Seasonal;Holiday;Cheesecake,desserts,ProteinCheesecake,proteincheesecake.co,PT15M,15,55,70,Medium,12 servings,https://proteincheesecake.co/eggnog-cheesecake.html,https://proteincheesecake.co/recipe_images/eggnog-cheesecake.jpg,quick-snack
proteincheesecake-co-tiramisu-cheesecake,Tiramisu Cheesecake,"This coffee-flavored tiramisu cheesecake offers a decadent, dessert-like experience with a nutritious twist, boasting an impressive 24 grams of protein per serving to support your active lifestyle. The smooth, creamy texture melts in your mouth, balanced perfectly by the rich bitterness of coffee...",24,220,16,12,1,7,Tiramisu;Coffee;Chocolate;Cheesecake,desserts,ProteinCheesecake,proteincheesecake.co,PT20M,20,50,70,Medium,12 servings,https://proteincheesecake.co/tiramisu-cheesecake.html,https://proteincheesecake.co/recipe_images/tiramisu-cheesecake.jpg,post-workout
proteincheesecake-co-gluten-free-almond-crust-protein-cheesecake,Gluten-Free Almond Crust Protein Cheesecake,"This creamy, dreamy protein cheesecake features a naturally gluten-free almond flour crust that provides a satisfyingly nutty crunch with every bite. Packed with 18 grams of high-quality protein per serving, it’s an ideal treat to support your muscle recovery or keep you energized throughout the ...",18,245,12,16,2,8,gluten-free;almond-crust;creamy;classic;Baked Cheesecakes,desserts,ProteinCheesecake,proteincheesecake.co,PT20M,20,50,310,Medium,12 slices,https://proteincheesecake.co/gluten-free-almond-crust-protein-cheesecake.html,https://proteincheesecake.co/recipe_images/gluten-free-almond-crust-protein-cheesecake.jpg,gluten-free
proteincheesecake-co-dairy-free-cashew-protein-cheesecake,Dairy-Free Cashew Protein Cheesecake,"This luscious no-bake cheesecake made entirely from cashews and coconut cream is a dairy-free delight that’s impossibly creamy and satisfying. Packed with 12 grams of plant-based protein per serving, it’s a perfect choice for post-workout recovery or a nourishing snack that fuels your muscles. Th...",12,210,18,14,2,10,dairy-free;vegan;cashew;no-bake;No-Bake Cheesecakes,desserts,ProteinCheesecake,proteincheesecake.co,PT30M,30,0,270,Medium,12 slices,https://proteincheesecake.co/dairy-free-cashew-protein-cheesecake.html,https://proteincheesecake.co/recipe_images/dairy-free-cashew-protein-cheesecake.jpg,vegan
proteinpizzas-co-classic-protein-pizza-crust,Classic Protein Pizza Crust,"This high-protein pizza crust delivers an impressive 35 grams of protein per serving, making it an ideal choice for anyone looking to fuel their muscles and stay satisfied longer. With its crispy exterior and delightfully chewy interior, each bite offers a perfect balance of crunch and tenderness...",35,280,28,8,4,2,classic;crust;base recipe;Crust,savory,ProteinPizzas,proteinpizzas.co,PT15M,15,15,30,Medium,1 pizza,https://proteinpizzas.co/classic-protein-pizza-crust.html,https://proteinpizzas.co/recipe_images/classic-protein-pizza-crust.jpg,high-protein-30g
proteinpizzas-co-high-protein-pizza-crust,High Protein Pizza Crust,"This maximum protein pizza crust packs an impressive 42 grams of muscle-building protein per serving, making it an ideal choice for serious athletes and anyone looking to fuel their active lifestyle. Crafted with a blend of high-quality ingredients, this crust offers a satisfying, chewy texture w...",42,320,24,10,3,2,high protein;athlete;muscle building;High Protein,savory,ProteinPizzas,proteinpizzas.co,PT15M,15,15,30,Medium,1 pizza,https://proteinpizzas.co/high-protein-pizza-crust.html,https://proteinpizzas.co/recipe_images/high-protein-pizza-crust.jpg,high-protein-30g
proteinpizzas-co-protein-pizza-dough,Protein Pizza Dough,"This versatile protein pizza dough is perfect for anyone looking to enjoy a satisfying slice while supporting their fitness goals, offering an impressive 32 grams of protein per serving to fuel your day. Made with wholesome ingredients, it boasts an authentic, chewy texture with a lightly crispy ...",32,290,30,8,4,3,dough;make ahead;versatile;Dough,savory,ProteinPizzas,proteinpizzas.co,PT20M,20,15,35,Medium,1 pizza,https://proteinpizzas.co/protein-pizza-dough.html,https://proteinpizzas.co/recipe_images/protein-pizza-dough.jpg,high-protein-30g
proteinpizzas-co-protein-pizza-recipe,Protein Pizza Recipe,"This complete protein pizza recipe delivers an impressive 45 grams of muscle-building protein per serving, making it an ideal choice for fueling your active lifestyle. The crust boasts a satisfying combination of crispy edges and a tender, chewy center, perfectly complementing the hearty toppings...",45,420,32,16,4,4,complete recipe;full pizza;toppings;Complete,savory,ProteinPizzas,proteinpizzas.co,PT20M,20,18,38,Medium,2 servings,https://proteinpizzas.co/protein-pizza-recipe.html,https://proteinpizzas.co/recipe_images/protein-pizza-recipe.jpg,high-protein-30g
proteinpizzas-co-chicken-protein-pizza,Chicken Protein Pizza,"Loaded chicken protein pizza packs an impressive 52 grams of muscle-repairing protein per serving, making it the perfect choice for fueling your post-workout recovery or satisfying your high-protein cravings. The crispy, golden crust provides a satisfying crunch, while the tender, flavorful chick...",52,480,34,18,4,4,chicken;high protein;post-workout;Meat,savory,ProteinPizzas,proteinpizzas.co,PT20M,20,18,38,Medium,2 servings,https://proteinpizzas.co/chicken-protein-pizza.html,https://proteinpizzas.co/recipe_images/chicken-protein-pizza.jpg,high-protein-30g
proteinpizzas-co-pepperoni-protein-pizza,Pepperoni Protein Pizza,"Savor the classic appeal of pepperoni on a high-protein crust that delivers an impressive 40 grams of protein per serving, making it an ideal choice for fueling your active lifestyle. The crust boasts a satisfying, chewy texture with just the right crunch, perfectly balancing savory, spicy pepper...",40,450,32,20,4,4,pepperoni;classic;traditional;Classic,savory,ProteinPizzas,proteinpizzas.co,PT15M,15,18,33,Easy,2 servings,https://proteinpizzas.co/pepperoni-protein-pizza.html,https://proteinpizzas.co/recipe_images/pepperoni-protein-pizza.jpg,high-protein-30g
proteinpizzas-co-cauliflower-protein-pizza-crust,Cauliflower Protein Pizza Crust,"This low-carb cauliflower protein pizza crust delivers an impressive 28 grams of protein per serving, making it a perfect choice for fueling your active lifestyle and supporting muscle recovery. With only 12 grams of net carbs, it aligns beautifully with keto and low-carb diets, allowing you to i...",28,220,16,10,4,4,cauliflower;low-carb;keto-friendly;Low-Carb,savory,ProteinPizzas,proteinpizzas.co,PT20M,20,25,45,Medium,1 pizza,https://proteinpizzas.co/cauliflower-protein-pizza-crust.html,https://proteinpizzas.co/recipe_images/cauliflower-protein-pizza-crust.jpg,post-workout
proteinpizzas-co-greek-yogurt-protein-pizza-crust,Greek Yogurt Protein Pizza Crust,"This 2-ingredient Greek yogurt protein pizza crust offers an incredibly nutritious and satisfying base, packing a remarkable 30 grams of protein per serving to fuel your muscles and keep you feeling full longer. With its tender, chewy texture and subtly tangy flavor from the Greek yogurt, this cr...",30,260,26,6,3,4,greek yogurt;easy;2-ingredient base;Easy,savory,ProteinPizzas,proteinpizzas.co,PT10M,10,15,25,Beginner,1 pizza,https://proteinpizzas.co/greek-yogurt-protein-pizza-crust.html,https://proteinpizzas.co/recipe_images/greek-yogurt-protein-pizza-crust.jpg,high-protein-30g
proteinpizzas-co-cottage-cheese-protein-pizza,Cottage Cheese Protein Pizza,"This creamy cottage cheese protein pizza crust offers a deliciously satisfying way to fuel your body with 38 grams of high-quality protein per serving, making it an ideal choice for post-workout recovery or a hearty, muscle-supporting meal. Rich in calcium and low in carbs, this crust provides a ...",38,300,24,10,3,4,cottage cheese;calcium;creamy;Cottage Cheese,savory,ProteinPizzas,proteinpizzas.co,PT15M,15,18,33,Medium,1 pizza,https://proteinpizzas.co/cottage-cheese-protein-pizza.html,https://proteinpizzas.co/recipe_images/cottage-cheese-protein-pizza.jpg,high-protein-30g
proteinpizzas-co-margherita-protein-pizza,Margherita Protein Pizza,"Enjoy a delicious twist on the classic Margherita with this high-protein protein crust that delivers a satisfying, nutrient-packed slice. Packed with 36 grams of muscle-repairing protein per serving, this pizza makes a perfect post-workout meal or a nutritious anytime treat that keeps you fueled ...",36,380,32,14,4,6,margherita;classic;fresh;Classic,savory,ProteinPizzas,proteinpizzas.co,PT15M,15,18,33,Easy,2 servings,https://proteinpizzas.co/margherita-protein-pizza.html,https://proteinpizzas.co/recipe_images/margherita-protein-pizza.jpg,high-protein-30g
proteinpizzas-co-bbq-chicken-protein-pizza,BBQ Chicken Protein Pizza,"This tangy BBQ chicken protein pizza delivers an impressive 48 grams of protein per serving, making it an ideal choice for fueling your workouts or supporting muscle recovery. Packed with lean chicken breast and a flavorful smoky-sweet BBQ sauce, it offers a satisfying combination of tender, juic...",48,460,38,16,4,12,bbq;chicken;smoky;Specialty,savory,ProteinPizzas,proteinpizzas.co,PT20M,20,18,38,Medium,2 servings,https://proteinpizzas.co/bbq-chicken-protein-pizza.html,https://proteinpizzas.co/recipe_images/bbq-chicken-protein-pizza.jpg,high-protein-30g
proteinpizzas-co-meat-lovers-protein-pizza,Meat Lovers Protein Pizza,"Indulge in this ultimate meat lovers protein pizza, packed with an impressive 55 grams of high-quality protein per serving to fuel your active lifestyle and support muscle recovery. The combination of savory, crispy meats creates a rich, hearty flavor that’s perfectly balanced with a satisfying, ...",55,520,32,26,4,4,meat lovers;loaded;hearty;Meat,savory,ProteinPizzas,proteinpizzas.co,PT20M,20,18,38,Medium,2 servings,https://proteinpizzas.co/meat-lovers-protein-pizza.html,https://proteinpizzas.co/recipe_images/meat-lovers-protein-pizza.jpg,high-protein-30g
proteinpizzas-co-veggie-protein-pizza,Veggie Protein Pizza,"This vibrant veggie protein pizza offers an impressive 32 grams of muscle-building protein per serving, making it an ideal choice for anyone looking to fuel their day or recover after a tough workout. Packed with a colorful medley of fresh vegetables, each bite delivers a satisfying crunch and a ...",32,340,36,12,6,6,veggie;vegetarian;garden;Vegetarian,savory,ProteinPizzas,proteinpizzas.co,PT20M,20,18,38,Easy,2 servings,https://proteinpizzas.co/veggie-protein-pizza.html,https://proteinpizzas.co/recipe_images/veggie-protein-pizza.jpg,high-protein-30g
proteinpizzas-co-buffalo-chicken-protein-pizza,Buffalo Chicken Protein Pizza,"Savor each slice of this spicy buffalo chicken protein pizza, packed with an impressive 46 grams of protein per serving to fuel your active lifestyle. The tender, juicy chicken chunks coated in fiery buffalo sauce deliver a satisfying kick with every bite, perfectly complemented by a crispy, gold...",46,440,32,18,4,4,buffalo;spicy;chicken;Specialty,savory,ProteinPizzas,proteinpizzas.co,PT20M,20,18,38,Medium,2 servings,https://proteinpizzas.co/buffalo-chicken-protein-pizza.html,https://proteinpizzas.co/recipe_images/buffalo-chicken-protein-pizza.jpg,high-protein-30g
proteinpizzas-co-breakfast-protein-pizza,Breakfast Protein Pizza,"Start your day with breakfast protein pizza, a hearty and satisfying meal packed with 42 grams of muscle-loving protein thanks to eggs and crispy bacon. This flavorful breakfast combines a tender, golden crust with creamy eggs and savory bacon, delivering a perfect balance of crispy, soft, and ch...",42,420,30,20,4,4,breakfast;eggs;morning;Breakfast,savory,ProteinPizzas,proteinpizzas.co,PT20M,20,20,40,Medium,2 servings,https://proteinpizzas.co/breakfast-protein-pizza.html,https://proteinpizzas.co/recipe_images/breakfast-protein-pizza.jpg,high-protein-30g
proteinpizzas-co-white-protein-pizza,White Protein Pizza,"This creamy white sauce protein pizza is a deliciously satisfying way to fuel your day, offering a robust 38 grams of high-quality protein per serving to support muscle recovery and keep you energized. The luscious garlic and ricotta create a rich, velvety sauce that pairs perfectly with a crispy...",38,400,30,18,3,4,white pizza;garlic;ricotta;White,savory,ProteinPizzas,proteinpizzas.co,PT15M,15,18,33,Easy,2 servings,https://proteinpizzas.co/white-protein-pizza.html,https://proteinpizzas.co/recipe_images/white-protein-pizza.jpg,high-protein-30g
proteinpizzas-co-hawaiian-protein-pizza,Hawaiian Protein Pizza,"Indulge in this sweet and savory Hawaiian protein pizza that packs an impressive 38 grams of muscle-repairing protein per serving, making it an ideal choice for post-workout recovery or a satisfying midday meal. The combination of lean ham and juicy pineapple creates a delightful harmony of smoky...",38,390,38,14,4,12,hawaiian;ham;pineapple;Classic,savory,ProteinPizzas,proteinpizzas.co,PT15M,15,18,33,Easy,2 servings,https://proteinpizzas.co/hawaiian-protein-pizza.html,https://proteinpizzas.co/recipe_images/hawaiian-protein-pizza.jpg,high-protein-30g
proteinpizzas-co-protein-pizza-bowl,Protein Pizza Bowl,"This deconstructed protein pizza bowl is a deliciously satisfying way to enjoy all the flavors of your favorite pizza without the crust, packing an impressive 40 grams of protein per serving to fuel your day. Crafted with high-quality lean meats, cheese, and fresh veggies, it offers a balanced ma...",40,380,18,22,4,8,bowl;low-carb;deconstructed;Bowl,savory,ProteinPizzas,proteinpizzas.co,PT10M,10,15,25,Easy,1 serving,https://proteinpizzas.co/protein-pizza-bowl.html,https://proteinpizzas.co/recipe_images/protein-pizza-bowl.jpg,high-protein-30g
proteinpizzas-co-keto-protein-pizza,Keto Protein Pizza,"This ultra-low-carb keto protein pizza delivers a satisfying, high-protein meal with 35 grams of muscle-building goodness and only 6 grams of net carbs per serving, making it perfect for keto followers and low-carb enthusiasts alike. The crust boasts a chewy, slightly crispy texture with a rich, ...",35,340,8,22,2,2,keto;low-carb;fathead;Keto,savory,ProteinPizzas,proteinpizzas.co,PT15M,15,15,30,Medium,1 serving,https://proteinpizzas.co/keto-protein-pizza.html,https://proteinpizzas.co/recipe_images/keto-protein-pizza.jpg,high-protein-30g
proteinpizzas-co-taco-protein-pizza,Taco Protein Pizza,"This Mexican-inspired taco protein pizza delivers an impressive 44 grams of muscle-boosting protein per serving, making it an ideal choice for fueling your active lifestyle. Packed with flavorful taco favorites like seasoned lean meat, zesty salsa, and melted cheese, it boasts a satisfying combin...",44,440,34,18,5,4,taco;mexican;fusion;Specialty,savory,ProteinPizzas,proteinpizzas.co,PT20M,20,18,38,Medium,2 servings,https://proteinpizzas.co/taco-protein-pizza.html,https://proteinpizzas.co/recipe_images/taco-protein-pizza.jpg,high-protein-30g
proteinpizzas-co-pesto-chicken-protein-pizza,Pesto Chicken Protein Pizza,"This fresh pesto chicken protein pizza offers a satisfying, high-protein meal with an impressive 46 grams of muscle-repairing goodness per serving, making it perfect for post-workout recovery or fueling your busy day. The combination of tender, juicy chicken and vibrant basil pesto creates a flav...",46,450,32,20,4,4,pesto;chicken;basil;Specialty,savory,ProteinPizzas,proteinpizzas.co,PT15M,15,18,33,Easy,2 servings,https://proteinpizzas.co/pesto-chicken-protein-pizza.html,https://proteinpizzas.co/recipe_images/pesto-chicken-protein-pizza.jpg,high-protein-30g
proteinpizzas-co-mushroom-protein-pizza,Mushroom Protein Pizza,"This earthy mushroom protein pizza offers a satisfying combination of robust flavors and impressive nutrition, delivering a hearty 34 grams of protein per serving to fuel your active lifestyle. Packed with a medley of savory mushrooms, it boasts a rich umami taste and a tender, meaty texture that...",34,360,32,14,5,4,mushroom;earthy;vegetarian;Vegetarian,savory,ProteinPizzas,proteinpizzas.co,PT20M,20,18,38,Medium,2 servings,https://proteinpizzas.co/mushroom-protein-pizza.html,https://proteinpizzas.co/recipe_images/mushroom-protein-pizza.jpg,high-protein-30g
proteinpizzas-co-spinach-feta-protein-pizza,Spinach Feta Protein Pizza,"This Mediterranean spinach feta protein pizza offers a deliciously satisfying way to fuel your day with 36 grams of high-quality protein per serving, perfect for supporting muscle recovery and keeping you energized. Packed with nutrient-dense spinach and creamy feta, each bite delivers a delightf...",36,370,32,16,5,4,spinach;feta;greek;Mediterranean,savory,ProteinPizzas,proteinpizzas.co,PT15M,15,18,33,Easy,2 servings,https://proteinpizzas.co/spinach-feta-protein-pizza.html,https://proteinpizzas.co/recipe_images/spinach-feta-protein-pizza.jpg,high-protein-30g
proteinpizzas-co-supreme-protein-pizza,Supreme Protein Pizza,"Loaded supreme protein pizza with everything. 48g protein per serving. This hearty pizza is a nutritional powerhouse, perfect for fueling your active lifestyle with a balanced mix of high-quality proteins, complex carbs, and healthy fats. Each bite offers a satisfying blend of crispy crust, gooey...",48,480,34,22,5,6,supreme;loaded;everything;Supreme,savory,ProteinPizzas,proteinpizzas.co,PT25M,25,18,43,Medium,2 servings,https://proteinpizzas.co/supreme-protein-pizza.html,https://proteinpizzas.co/recipe_images/supreme-protein-pizza.jpg,high-protein-30g
proteinpizzas-co-dessert-protein-pizza,Dessert Protein Pizza,"Indulge in this sweet dessert protein pizza, boasting an impressive 25 grams of protein per serving to satisfy your sweet tooth while fueling your body. With a perfectly chewy, golden crust topped with a luscious spread of creamy Greek yogurt or a vegan alternative, it offers a delightful balance...",25,320,38,10,4,18,dessert;sweet;fruit;Dessert,savory,ProteinPizzas,proteinpizzas.co,PT15M,15,12,27,Easy,2 servings,https://proteinpizzas.co/dessert-protein-pizza.html,https://proteinpizzas.co/recipe_images/dessert-protein-pizza.jpg,quick-snack
proteinpizzas-co-gluten-free-cauliflower-protein-pizza-crust,Gluten-Free Cauliflower Protein Pizza Crust,"This crispy, delicious pizza crust made from cauliflower and protein powder is not only irresistibly tasty but also offers a powerhouse of nutrition, with 20 grams of protein per serving to help fuel your active lifestyle. Its tender, slightly chewy texture balances perfectly with a satisfying cr...",20,180,12,10,4,4,gluten-free;cauliflower;low-carb;keto-friendly;Veggie-Based Crusts,savory,ProteinPizzas,proteinpizzas.co,PT20M,20,25,45,Medium,1 large pizza,https://proteinpizzas.co/gluten-free-cauliflower-protein-pizza-crust.html,https://proteinpizzas.co/recipe_images/gluten-free-cauliflower-protein-pizza-crust.jpg,gluten-free
proteinpizzas-co-dairy-free-chickpea-flour-protein-pizza,Dairy-Free Chickpea Flour Protein Pizza,"This crispy, protein-rich pizza crust made with nourishing chickpea flour offers a deliciously satisfying alternative to traditional pizza bases. Packed with approximately 18 grams of plant-based protein per serving, it provides a great boost to your daily macros while being naturally gluten-free...",18,195,22,6,5,3,dairy-free;chickpea;vegan;high-fiber;Veggie-Based Crusts,savory,ProteinPizzas,proteinpizzas.co,PT15M,15,20,35,Easy,1 large pizza,https://proteinpizzas.co/dairy-free-chickpea-flour-protein-pizza.html,https://proteinpizzas.co/recipe_images/dairy-free-chickpea-flour-protein-pizza.jpg,vegan
proteinpudding-co-classic-chocolate-protein-pudding,Classic Chocolate Protein Pudding,"A rich and creamy chocolate pudding packed with 25g of protein, this indulgent treat offers a satisfying way to boost your daily macros while satisfying your sweet cravings. With its velvety smooth texture and deep chocolate flavor, each spoonful melts in your mouth, providing a decadent dessert ...",25,200,15,5,3,6,chocolate;high-protein;dessert;Pudding,desserts,ProteinPudding,proteinpudding.co,PT5M,5,0,5,Easy,4 servings,https://proteinpudding.co/classic-chocolate-protein-pudding.html,https://proteinpudding.co/recipe_images/classic-chocolate-protein-pudding.jpg,quick-snack
proteinpudding-co-vanilla-bean-protein-mousse,Vanilla Bean Protein Mousse,"This light and airy vanilla bean mousse boasts an impressive 22 grams of protein per serving, making it an ideal choice for post-workout recovery or a satisfying afternoon treat. Crafted with high-quality protein sources, it offers a balanced macro profile that supports muscle repair while satisf...",22,180,12,6,1,7,vanilla;high-protein;light;Mousse,desserts,ProteinPudding,proteinpudding.co,PT10M,10,0,10,Easy,4 servings,https://proteinpudding.co/vanilla-bean-protein-mousse.html,https://proteinpudding.co/recipe_images/vanilla-bean-protein-mousse.jpg,quick-snack
proteinpudding-co-chocolate-chia-protein-pudding,Chocolate Chia Protein Pudding,"This decadent and healthy chocolate chia pudding is packed with 20 grams of high-quality plant-based protein per serving, making it an excellent choice for supporting muscle recovery and keeping you energized throughout the day. With its rich, velvety texture and a deep cocoa flavor, it offers a ...",20,250,20,12,10,2,chocolate;chia;high-protein;vegan;Chia Pudding,desserts,ProteinPudding,proteinpudding.co,PT5M,5,0,5,Easy,2 servings,https://proteinpudding.co/chocolate-chia-protein-pudding.html,https://proteinpudding.co/recipe_images/chocolate-chia-protein-pudding.jpg,vegan
proteinpudding-co-strawberry-parfait-protein-pudding,Strawberry Parfait Protein Pudding,"This beautiful and delicious strawberry parfait with layers of creamy protein pudding and fresh, juicy strawberries not only looks stunning but also packs a satisfying nutritional punch, offering 18 grams of high-quality protein per serving. Perfect for fueling your active lifestyle, this parfait...",18,190,18,5,4,10,strawberry;parfait;high-protein;Parfait,desserts,ProteinPudding,proteinpudding.co,PT15M,15,0,15,Easy,2 parfaits,https://proteinpudding.co/strawberry-parfait-protein-pudding.html,https://proteinpudding.co/recipe_images/strawberry-parfait-protein-pudding.jpg,quick-snack
proteinpudding-co-lemon-raspberry-protein-mousse,Lemon Raspberry Protein Mousse,"This refreshing and tangy lemon raspberry mousse is not only a delightful treat but also packs an impressive 24 grams of protein per serving, making it an ideal choice for supporting your muscle recovery and keeping you energized throughout the day. Its light, airy texture melts in your mouth wit...",24,210,14,7,3,8,lemon;raspberry;high-protein;Mousse,desserts,ProteinPudding,proteinpudding.co,PT10M,10,0,10,Easy,4 servings,https://proteinpudding.co/lemon-raspberry-protein-mousse.html,https://proteinpudding.co/recipe_images/lemon-raspberry-protein-mousse.jpg,quick-snack
proteinpudding-co-peanut-butter-cup-protein-pudding,Peanut Butter Cup Protein Pudding,"This creamy and indulgent peanut butter cup protein pudding delivers an impressive 28 grams of muscle-repairing protein per serving, making it a perfect post-workout treat or satisfying snack to fuel your day. Rich and velvety, it combines the irresistible flavors of peanut butter and chocolate w...",28,280,15,15,4,5,peanut butter;chocolate;high-protein;Pudding,desserts,ProteinPudding,proteinpudding.co,PT5M,5,0,5,Easy,2 servings,https://proteinpudding.co/peanut-butter-cup-protein-pudding.html,https://proteinpudding.co/recipe_images/peanut-butter-cup-protein-pudding.jpg,quick-snack
